Token,Date,Open,High,Low,Close,Volume,Market Cap
Aidcoin,11/30/2019,0.00852,0.008557,0.008411,0.00844,144.9,"385,258"
Aidcoin,11/29/2019,0.008575,0.008975,0.00848,0.00852,146.14,"388,924"
Aidcoin,11/28/2019,0.008608,0.008836,0.008503,0.008576,291.47,"391,491"
Aidcoin,11/27/2019,0.008557,0.008712,0.008215,0.008609,302.97,"392,998"
Aidcoin,11/26/2019,0.008475,0.008654,0.008425,0.008596,90.28,"392,405"
Aidcoin,11/25/2019,0.009709,0.009768,0.008473,0.008476,89.01,"386,899"
Aidcoin,11/24/2019,0.009516,0.009759,0.008693,0.00971,488.21,"443,225"
Aidcoin,11/23/2019,0.009655,0.009773,0.009474,0.009516,646.11,"434,384"
Aidcoin,11/22/2019,0.009625,0.009683,0.009378,0.009655,508.47,"440,729"
Aidcoin,11/21/2019,0.00981,0.00989,0.009592,0.009625,661.34,"439,356"
Aidcoin,11/20/2019,0.009714,0.009903,0.009612,0.009811,366.64,"447,860"
Aidcoin,11/19/2019,0.0102,0.010655,0.009149,0.009714,590.42,"443,438"
Aidcoin,11/18/2019,0.011565,0.011583,0.009961,0.0102,376.67,"465,586"
Aidcoin,11/17/2019,0.012304,0.012356,0.011466,0.011564,368.29,"527,886"
Aidcoin,11/16/2019,0.011755,0.013703,0.011643,0.012304,"1,339.09","561,642"
Aidcoin,11/15/2019,0.012421,0.012995,0.010802,0.011755,"3,488.82","536,607"
Aidcoin,11/14/2019,0.012554,0.012581,0.012364,0.012421,39,"566,978"
Aidcoin,11/13/2019,0.011856,0.012591,0.01181,0.012552,39.4,"572,962"
Aidcoin,11/12/2019,0.012155,0.012299,0.011758,0.011858,53.73,"541,284"
Aidcoin,11/11/2019,0.012545,0.012595,0.011945,0.012155,40.67,"554,842"
Aidcoin,11/10/2019,0.010859,0.012603,0.010836,0.012545,39.13,"572,651"
Aidcoin,11/9/2019,0.010599,0.011882,0.010555,0.010859,156.66,"495,685"
Aidcoin,11/8/2019,0.012227,0.012803,0.010599,0.010599,564.73,"483,840"
Aidcoin,11/7/2019,0.011668,0.014068,0.010817,0.012227,"1,063.08","558,151"
Aidcoin,11/6/2019,0.011561,0.012505,0.011184,0.011668,251.3,"532,627"
Aidcoin,11/5/2019,0.014445,0.014494,0.011488,0.01154,299.44,"526,759"
Aidcoin,11/4/2019,0.011781,0.014446,0.011771,0.014445,817.3,"659,399"
Aidcoin,11/3/2019,0.011621,0.027838,0.010544,0.011794,"95,603.57","538,369"
Aidcoin,11/2/2019,0.01146,0.014234,0.011155,0.011621,"2,104.61","530,463"
Aidcoin,11/1/2019,0.010922,0.011475,0.010879,0.01146,132.04,"523,125"
Aidcoin,10/31/2019,0.010914,0.011048,0.010638,0.010923,118.03,"498,623"
Aidcoin,10/30/2019,0.012289,0.01229,0.010857,0.010917,458.41,"498,336"
Aidcoin,10/29/2019,0.012192,0.01266,0.012076,0.012288,175.42,"560,898"
Aidcoin,10/28/2019,0.014123,0.014469,0.012113,0.012196,175.25,"556,727"
Aidcoin,10/27/2019,0.011987,0.015149,0.01191,0.014131,163.93,"645,061"
Aidcoin,10/26/2019,0.012821,0.014768,0.011693,0.011971,"1,112.72","546,448"
Aidcoin,10/25/2019,0.011096,0.012877,0.010998,0.012826,"16,285.73","585,497"
Aidcoin,10/24/2019,0.011949,0.013007,0.010783,0.011096,"27,044.34","506,522"
Aidcoin,10/23/2019,0.012058,0.012684,0.011243,0.011949,"6,413.03","545,459"
Aidcoin,10/22/2019,0.012452,0.012457,0.011581,0.012059,"4,208.91","550,453"
Aidcoin,10/21/2019,0.012221,0.012483,0.011795,0.012451,"4,849.88","568,355"
Aidcoin,10/20/2019,0.011841,0.012291,0.01127,0.012221,"4,465.83","557,838"
Aidcoin,10/19/2019,0.012431,0.012802,0.011304,0.011832,"3,109.36","540,107"
Aidcoin,10/18/2019,0.013028,0.013053,0.01116,0.012209,"8,290.45","557,329"
Aidcoin,10/17/2019,0.012529,0.013187,0.01154,0.013028,"8,841.69","594,709"
Aidcoin,10/16/2019,0.013529,0.01353,0.011606,0.01253,"25,959.61","571,944"
Aidcoin,10/15/2019,0.016063,0.016439,0.013445,0.013614,"35,093.97","621,427"
Aidcoin,10/14/2019,0.015071,0.015996,0.012566,0.01557,"71,071.65","710,728"
Aidcoin,10/13/2019,0.018732,0.022332,0.014395,0.015071,"141,704","687,952"
Aidcoin,10/12/2019,0.009452,0.028677,0.00945,0.01874,"421,420","855,421"
Aidcoin,10/11/2019,0.009569,0.010244,0.009277,0.009456,"2,225.37","431,645"
Aidcoin,10/10/2019,0.009526,0.009723,0.009316,0.009566,"1,431.10","436,672"
Aidcoin,10/9/2019,0.008836,0.009837,0.008814,0.009524,"1,834.42","434,763"
Aidcoin,10/8/2019,0.009038,0.013567,0.008499,0.008836,"5,958.03","403,348"
Aidcoin,10/7/2019,0.008433,0.009099,0.008398,0.009041,171.16,"412,708"
Aidcoin,10/6/2019,0.008583,0.008596,0.008407,0.008442,140,"385,376"
Aidcoin,10/5/2019,0.008549,0.009203,0.008428,0.008584,613.78,"391,832"
Aidcoin,10/4/2019,0.008601,0.00928,0.008493,0.008549,821.5,"390,223"
Aidcoin,10/3/2019,0.008579,0.009407,0.008423,0.008602,834.42,"392,666"
Aidcoin,10/2/2019,0.008789,0.008906,0.00845,0.008582,444.35,"391,753"
Aidcoin,10/1/2019,0.008583,0.009212,0.008516,0.008789,277.83,"401,192"
Aidcoin,9/30/2019,0.009616,0.009616,0.008347,0.008581,216.27,"391,716"
Aidcoin,9/29/2019,0.011106,0.01111,0.008836,0.009617,63.96,"438,985"
Aidcoin,9/28/2019,0.010464,0.01137,0.009046,0.011105,282.13,"506,917"
Aidcoin,9/27/2019,0.008054,0.010479,0.007939,0.010463,482.85,"477,611"
Aidcoin,9/26/2019,0.008648,0.008653,0.007716,0.008055,268.84,"367,697"
Aidcoin,9/25/2019,0.008544,0.008826,0.008373,0.008649,810.52,"394,785"
Aidcoin,9/24/2019,0.009863,0.009906,0.008265,0.008528,820.88,"389,290"
Aidcoin,9/23/2019,0.011294,0.011298,0.009861,0.009861,"2,447.34","450,141"
Aidcoin,9/22/2019,0.011109,0.011301,0.010982,0.011293,593.57,"515,514"
Aidcoin,9/21/2019,0.011653,0.011965,0.011083,0.011111,"1,931.53","507,194"
Aidcoin,9/20/2019,0.011915,0.012083,0.010496,0.011658,"6,865.32","532,176"
Aidcoin,9/19/2019,0.011128,0.013675,0.010755,0.011898,"7,111.47","543,116"
Aidcoin,9/18/2019,0.011295,0.015146,0.010905,0.01112,"14,580.85","507,620"
Aidcoin,9/17/2019,0.010182,0.01141,0.010153,0.0113,"4,741.19","515,819"
Aidcoin,9/16/2019,0.009893,0.010568,0.00989,0.010182,356.34,"464,766"
Aidcoin,9/15/2019,0.010886,0.010905,0.009881,0.009893,272.62,"451,578"
Aidcoin,9/14/2019,0.010423,0.011035,0.010038,0.010886,477.59,"496,907"
Aidcoin,9/13/2019,0.010091,0.011868,0.010072,0.01042,657.74,"475,667"
Aidcoin,9/12/2019,0.010136,0.01053,0.009717,0.010092,312.01,"460,690"
Aidcoin,9/11/2019,0.010219,0.01031,0.010032,0.010133,411.8,"462,558"
Aidcoin,9/10/2019,0.010099,0.011906,0.009039,0.010219,"2,678.66","466,462"
Aidcoin,9/9/2019,0.010628,0.010641,0.009914,0.010102,98.24,"461,139"
Aidcoin,9/8/2019,0.010297,0.010739,0.010292,0.010628,243.74,"485,135"
Aidcoin,9/7/2019,0.010256,0.010487,0.009961,0.010304,807.19,"470,332"
Aidcoin,9/6/2019,0.010515,0.010853,0.01018,0.010253,276.42,"468,021"
Aidcoin,9/5/2019,0.010457,0.010682,0.010398,0.010515,647.57,"479,979"
Aidcoin,9/4/2019,0.010463,0.010677,0.010213,0.010456,"1,402.14","477,288"
Aidcoin,9/3/2019,0.010805,0.011114,0.010418,0.010466,"2,066.13","477,759"
Aidcoin,9/2/2019,0.010878,0.01125,0.009974,0.010804,820.73,"493,154"
Aidcoin,9/1/2019,0.010523,0.01112,0.00891,0.010878,"16,775.53","496,535"
Aidcoin,8/31/2019,0.010503,0.010669,0.00985,0.010521,"1,637.46","480,267"
Aidcoin,8/30/2019,0.009562,0.011225,0.009399,0.010499,"7,171.07","479,259"
Aidcoin,8/29/2019,0.010317,0.010317,0.009138,0.009573,"1,494.37","436,996"
Aidcoin,8/28/2019,0.010755,0.011447,0.009879,0.010316,"9,641.20","470,896"
Aidcoin,8/27/2019,0.01001,0.010813,0.008591,0.010754,"3,197.82","490,890"
Aidcoin,8/26/2019,0.009183,0.010029,0.00918,0.010008,"4,174.23","456,839"
Aidcoin,8/25/2019,0.010406,0.018183,0.00865,0.009174,"16,171.88","418,789"
Aidcoin,8/24/2019,0.010213,0.011205,0.008845,0.010406,"3,305.03","475,015"
Aidcoin,8/23/2019,0.008756,0.010245,0.008717,0.010214,"3,864.99","466,254"
Aidcoin,8/22/2019,0.010126,0.010162,0.008592,0.008756,676.04,"399,680"
Aidcoin,8/21/2019,0.010494,0.010599,0.009338,0.010126,"2,691.84","462,207"
Aidcoin,8/20/2019,0.011669,0.011692,0.008306,0.010494,"6,206.83","479,038"
Aidcoin,8/19/2019,0.01144,0.011834,0.01101,0.011669,871.16,"532,656"
Aidcoin,8/18/2019,0.01258,0.013178,0.010389,0.011435,"2,775.73","521,970"
Aidcoin,8/17/2019,0.010412,0.022952,0.010275,0.012581,"1,267.30","574,301"
Aidcoin,8/16/2019,0.011244,0.012399,0.010054,0.01041,"9,555.22","475,170"
Aidcoin,8/15/2019,0.01153,0.013702,0.010599,0.011243,"12,666.26","513,207"
Aidcoin,8/14/2019,0.011563,0.012781,0.010642,0.01153,"16,361.99","526,305"
Aidcoin,8/13/2019,0.010842,0.0169,0.010676,0.011565,"4,530.24","527,904"
Aidcoin,8/12/2019,0.01202,0.012114,0.010822,0.010843,"2,849.61","494,956"
Aidcoin,8/11/2019,0.011418,0.01202,0.010745,0.012017,"2,481.08","548,537"
Aidcoin,8/10/2019,0.012335,0.012403,0.011252,0.011419,"3,485.23","521,234"
Aidcoin,8/9/2019,0.012929,0.015217,0.01076,0.012335,"33,009.65","563,080"
Aidcoin,8/8/2019,0.012326,0.012937,0.011732,0.012935,"1,092.75","590,431"
Aidcoin,8/7/2019,0.012092,0.012814,0.011157,0.012326,"6,338.15","562,633"
Aidcoin,8/6/2019,0.013398,0.0134,0.011727,0.012095,"4,842.74","552,119"
Aidcoin,8/5/2019,0.01402,0.016104,0.013235,0.013412,"12,644.08","612,204"
Aidcoin,8/4/2019,0.014316,0.014787,0.013084,0.014022,"4,690.04","640,091"
Aidcoin,8/3/2019,0.01463,0.016068,0.013868,0.014313,"3,337.93","653,372"
Aidcoin,8/2/2019,0.015004,0.015438,0.013822,0.014633,"4,686.64","667,958"
Aidcoin,8/1/2019,0.014779,0.015192,0.013495,0.014726,"5,648.12","672,209"
Aidcoin,7/31/2019,0.014388,0.01577,0.014104,0.014769,"9,960.92","674,171"
Aidcoin,7/30/2019,0.015159,0.015186,0.014227,0.014236,"1,341.82","649,857"
Aidcoin,7/29/2019,0.014761,0.015384,0.012931,0.015159,"13,040.73","691,950"
Aidcoin,7/28/2019,0.015644,0.015661,0.014191,0.014759,"3,212.06","673,692"
Aidcoin,7/27/2019,0.016534,0.016931,0.014936,0.015659,"15,316.42","714,794"
Aidcoin,7/26/2019,0.016423,0.019717,0.01426,0.016534,"32,451.15","754,736"
Aidcoin,7/25/2019,0.01639,0.017072,0.016167,0.016423,"4,547.42","749,669"
